arquivo,capitulo,pagina,figura,largura_px,altura_px,legenda_original,status
_ambiguos/pagina-0252_semlegenda1.png,Chapter 3. State Variable Models,252,,870,413,,ambiguo
_ambiguos/pagina-0252_semlegenda2.png,Chapter 3. State Variable Models,252,,867,460,,ambiguo
_ambiguos/pagina-0252_semlegenda3.png,Chapter 3. State Variable Models,252,,852,283,,ambiguo
_ambiguos/pagina-0252_semlegenda4.png,Chapter 3. State Variable Models,252,,874,891,,ambiguo
_ambiguos/pagina-0253_semlegenda1.png,Chapter 3. State Variable Models,253,,1502,913,,ambiguo
_ambiguos/pagina-0254_semlegenda1.png,Chapter 3. State Variable Models,254,,577,276,,ambiguo
_ambiguos/pagina-0255_semlegenda1.png,Chapter 3. State Variable Models,255,,851,266,,ambiguo
_ambiguos/pagina-0257_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,257,,351,487,,ambiguo
cap04-feedback-control-system-characteristics/pagina-0258_fig4-1.png,Chapter 4. Feedback Control System Characteristics,258,4.1,742,713,FIGURE 4.1 A closed-loop system.,ok
cap04-feedback-control-system-characteristics/pagina-0258_fig4-2.png,Chapter 4. Feedback Control System Characteristics,258,4.2,1413,345,"FIGURE 4.2 An open-loop ­system with a disturbance input,",ok
cap04-feedback-control-system-characteristics/pagina-0259_fig4-3.png,Chapter 4. Feedback Control System Characteristics,259,4.3,1804,394,FIGURE 4.3,ok
cap04-feedback-control-system-characteristics/pagina-0259_fig4-4.png,Chapter 4. Feedback Control System Characteristics,259,4.4,1513,1104,FIGURE 4.4 A closed-loop ­control system. (a) Signal-flow graph. (b) Block diagram.,ok
_ambiguos/pagina-0263_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,263,,482,149,,ambiguo
cap04-feedback-control-system-characteristics/pagina-0264_fig4-5.png,Chapter 4. Feedback Control System Characteristics,264,4.5,1417,493,FIGURE 4.5 (a) Open-loop amplifier. (b) Amplifier with feedback.,ok
cap04-feedback-control-system-characteristics/pagina-0265_fig4-6.png,Chapter 4. Feedback Control System Characteristics,265,4.6,1797,525,FIGURE 4.6,ok
cap04-feedback-control-system-characteristics/pagina-0266_fig4-7.png,Chapter 4. Feedback Control System Characteristics,266,4.7,808,353,FIGURE 4.7 Steel rolling mill.,ok
cap04-feedback-control-system-characteristics/pagina-0266_fig4-8.png,Chapter 4. Feedback Control System Characteristics,266,4.8,1326,408,FIGURE 4.8 Open-loop speed control system (without tachometer feedback).,ok
cap04-feedback-control-system-characteristics/pagina-0267_fig4-9.png,Chapter 4. Feedback Control System Characteristics,267,4.9,1552,579,FIGURE 4.9 Closed-loop speed tachometer control system.,ok
cap04-feedback-control-system-characteristics/pagina-0268_fig4-10.png,Chapter 4. Feedback Control System Characteristics,268,4.10,1886,497,FIGURE 4.10,ok
cap04-feedback-control-system-characteristics/pagina-0270_fig4-11.png,Chapter 4. Feedback Control System Characteristics,270,4.11,899,484,FIGURE 4.11 Open-loop speed control system (without feedback).,ok
cap04-feedback-control-system-characteristics/pagina-0271_fig4-12.png,Chapter 4. Feedback Control System Characteristics,271,4.12,1380,677,FIGURE 4.12 (a) Open-loop speed control ­system. (b) Closed-loop speed control system.,ok
cap04-feedback-control-system-characteristics/pagina-0272_fig4-13.png,Chapter 4. Feedback Control System Characteristics,272,4.13,1082,867,FIGURE 4.13 The response of the open-loop and closed-loop speed control system when τ = 10 and,ok
_ambiguos/pagina-0273_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,273,,649,149,,ambiguo
cap04-feedback-control-system-characteristics/pagina-0276_fig4-14.png,Chapter 4. Feedback Control System Characteristics,276,4.14,1381,423,FIGURE 4.14 A block diagram model of a boring machine control system.,ok
cap04-feedback-control-system-characteristics/pagina-0277_fig4-15.png,Chapter 4. Feedback Control System Characteristics,277,4.15,923,798,FIGURE 4.15 The response y t( ) to a unit input step input (solid line) and a unit disturbance step (dashed line) with T for K = 100.,ok
cap04-feedback-control-system-characteristics/pagina-0277_fig4-16.png,Chapter 4. Feedback Control System Characteristics,277,4.16,923,669,FIGURE 4.16 The response,ok
cap04-feedback-control-system-characteristics/pagina-0279_fig4-17.png,Chapter 4. Feedback Control System Characteristics,279,4.17,1289,979,FIGURE 4.17 control example.,ok
_ambiguos/pagina-0279_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,279,,600,159,,ambiguo
cap04-feedback-control-system-characteristics/pagina-0280_fig4-18.png,Chapter 4. Feedback Control System Characteristics,280,4.18,1831,722,FIGURE 4.18,ok
cap04-feedback-control-system-characteristics/pagina-0282_fig4-19.png,Chapter 4. Feedback Control System Characteristics,282,4.19,1214,1033,FIGURE 4.19 Mean arterial pressure (MAP) impulse response for a ­hypothetical patient.,ok
cap04-feedback-control-system-characteristics/pagina-0284_fig4-20.png,Chapter 4. Feedback Control System Characteristics,284,4.20,1203,1043,FIGURE 4.20 System sensitivity to variations in the parameter p.,ok
cap04-feedback-control-system-characteristics/pagina-0285_fig4-21.png,Chapter 4. Feedback Control System Characteristics,285,4.21,1190,1031,FIGURE 4.21 Mean arterial ­pressure (MAP) step input response with R s,ok
cap04-feedback-control-system-characteristics/pagina-0286_fig4-22.png,Chapter 4. Feedback Control System Characteristics,286,4.22,1200,1034,FIGURE 4.22 Mean arterial pressure (MAP) disturbance step response.,ok
cap04-feedback-control-system-characteristics/pagina-0287_fig4-23.png,Chapter 4. Feedback Control System Characteristics,287,4.23,1259,1361,FIGURE 4.23 Analysis of the open-loop speed control system. (a) Response. (b) m-file script.,ok
cap04-feedback-control-system-characteristics/pagina-0289_fig4-24.png,Chapter 4. Feedback Control System Characteristics,289,4.24,1255,1577,FIGURE 4.24 Analysis of the closed-loop speed control system. (a) Response. (b) m-file script.,ok
_ambiguos/pagina-0289_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,289,,477,307,,ambiguo
cap04-feedback-control-system-characteristics/pagina-0290_fig4-25.png,Chapter 4. Feedback Control System Characteristics,290,4.25,1262,1271,FIGURE 4.25 The response to a step input when (a),ok
_ambiguos/pagina-0290_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,290,,1146,475,,ambiguo
cap04-feedback-control-system-characteristics/pagina-0291_fig4-26.png,Chapter 4. Feedback Control System Characteristics,291,4.26,1280,1432,FIGURE 4.26 The response to a step disturbance when (a) and (b) (c) m-file script.,ok
_ambiguos/pagina-0291_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,291,,1180,493,,ambiguo
cap04-feedback-control-system-characteristics/pagina-0293_fig4-27.png,Chapter 4. Feedback Control System Characteristics,293,4.27,1254,1590,FIGURE 4.27 (a) System ­sensitivity to plant variations s (b) m-file script.,ok
_ambiguos/pagina-0293_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,293,,893,325,,ambiguo
cap04-feedback-control-system-characteristics/pagina-0294_fig4-28.png,Chapter 4. Feedback Control System Characteristics,294,4.28,1568,509,FIGURE 4.28 Control system for disk drive head reader.,ok
cap04-feedback-control-system-characteristics/pagina-0294_fig4-29.png,Chapter 4. Feedback Control System Characteristics,294,4.29,1570,353,FIGURE 4.29 Disk drive head control system with the typical parameters.,ok
cap04-feedback-control-system-characteristics/pagina-0295_fig4-30.png,Chapter 4. Feedback Control System Characteristics,295,4.30,1286,1572,FIGURE 4.30 Closed-loop ­response. (a) m-file script. (b) Step ­response for,ok
cap04-feedback-control-system-characteristics/pagina-0296_fig4-31.png,Chapter 4. Feedback Control System Characteristics,296,4.31,1207,1402,FIGURE 4.31 Disturbance step response. (a) m-file script. (b) Disturbance ­response for,ok
cap04-feedback-control-system-characteristics/pagina-0297_fig4-32.png,Chapter 4. Feedback Control System Characteristics,297,4.32,1406,424,FIGURE 4.32,ok
cap04-feedback-control-system-characteristics/pagina-0298_fig4-33.png,Chapter 4. Feedback Control System Characteristics,298,4.33,949,629,FIGURE 4.33,ok
_ambiguos/pagina-0301_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,301,,1010,301,,ambiguo
_ambiguos/pagina-0302_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,302,,806,1045,,ambiguo
_ambiguos/pagina-0302_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,302,,888,574,,ambiguo
_ambiguos/pagina-0302_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,302,,725,220,,ambiguo
_ambiguos/pagina-0303_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,303,,1281,933,,ambiguo
_ambiguos/pagina-0303_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,303,,739,329,,ambiguo
_ambiguos/pagina-0303_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,303,,748,327,,ambiguo
_ambiguos/pagina-0304_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,304,,994,1059,,ambiguo
_ambiguos/pagina-0304_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,304,,915,363,,ambiguo
_ambiguos/pagina-0304_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,304,,1084,357,,ambiguo
_ambiguos/pagina-0305_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,305,,833,393,,ambiguo
_ambiguos/pagina-0305_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,305,,1000,538,,ambiguo
_ambiguos/pagina-0305_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,305,,401,572,,ambiguo
_ambiguos/pagina-0306_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,306,,1245,501,,ambiguo
_ambiguos/pagina-0306_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,306,,1213,748,,ambiguo
_ambiguos/pagina-0307_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,307,,1497,1013,,ambiguo
_ambiguos/pagina-0308_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,308,,1256,311,,ambiguo
_ambiguos/pagina-0308_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,308,,606,679,,ambiguo
_ambiguos/pagina-0308_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,308,,481,670,,ambiguo
_ambiguos/pagina-0308_semlegenda4.png,Chapter 4. Feedback Control System Characteristics,308,,343,374,,ambiguo
_ambiguos/pagina-0308_semlegenda5.png,Chapter 4. Feedback Control System Characteristics,308,,1032,480,,ambiguo
_ambiguos/pagina-0309_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,309,,1440,557,,ambiguo
_ambiguos/pagina-0309_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,309,,740,291,,ambiguo
_ambiguos/pagina-0309_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,309,,894,600,,ambiguo
_ambiguos/pagina-0310_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,310,,1096,326,,ambiguo
_ambiguos/pagina-0310_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,310,,828,199,,ambiguo
_ambiguos/pagina-0310_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,310,,1189,819,,ambiguo
_ambiguos/pagina-0311_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,311,,1202,476,,ambiguo
_ambiguos/pagina-0311_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,311,,234,569,,ambiguo
_ambiguos/pagina-0311_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,311,,1432,723,,ambiguo
_ambiguos/pagina-0312_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,312,,1036,323,,ambiguo
_ambiguos/pagina-0312_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,312,,1029,475,,ambiguo
_ambiguos/pagina-0312_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,312,,1499,416,,ambiguo
_ambiguos/pagina-0312_semlegenda4.png,Chapter 4. Feedback Control System Characteristics,312,,931,403,,ambiguo
_ambiguos/pagina-0313_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,313,,1499,470,,ambiguo
_ambiguos/pagina-0313_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,313,,1287,824,,ambiguo
_ambiguos/pagina-0314_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,314,,762,554,,ambiguo
_ambiguos/pagina-0314_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,314,,915,408,,ambiguo
_ambiguos/pagina-0314_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,314,,1414,585,,ambiguo
_ambiguos/pagina-0315_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,315,,1140,342,,ambiguo
_ambiguos/pagina-0315_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,315,,1014,249,,ambiguo
_ambiguos/pagina-0315_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,315,,791,328,,ambiguo
_ambiguos/pagina-0316_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,316,,1030,525,,ambiguo
_ambiguos/pagina-0316_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,316,,1202,565,,ambiguo
_ambiguos/pagina-0316_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,316,,754,387,,ambiguo
_ambiguos/pagina-0317_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,317,,872,265,,ambiguo
_ambiguos/pagina-0317_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,317,,995,452,,ambiguo
_ambiguos/pagina-0317_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,317,,726,309,,ambiguo
_ambiguos/pagina-0317_semlegenda4.png,Chapter 4. Feedback Control System Characteristics,317,,901,852,,ambiguo
_ambiguos/pagina-0318_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,318,,1233,889,,ambiguo
_ambiguos/pagina-0318_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,318,,915,362,,ambiguo
_ambiguos/pagina-0319_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,319,,963,248,,ambiguo
_ambiguos/pagina-0319_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,319,,962,259,,ambiguo
_ambiguos/pagina-0319_semlegenda3.png,Chapter 4. Feedback Control System Characteristics,319,,1515,452,,ambiguo
_ambiguos/pagina-0320_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,320,,959,249,,ambiguo
_ambiguos/pagina-0321_semlegenda1.png,Chapter 4. Feedback Control System Characteristics,321,,915,363,,ambiguo
_ambiguos/pagina-0321_semlegenda2.png,Chapter 4. Feedback Control System Characteristics,321,,890,347,,ambiguo
_ambiguos/pagina-0322_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,322,,351,365,,ambiguo
cap05-the-performance-of-feedback-control-systems/pagina-0323_fig5-1.png,Chapter 5. The Performance of Feedback Control Systems,323,5.1,1293,628,FIGURE 5.1 Two performance measures versus parameter p.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0324_fig5-2.png,Chapter 5. The Performance of Feedback Control Systems,324,5.2,1228,438,"FIGURE 5.2 Test input signals: (a) step, (b) ramp, and (c) parabolic.",ok
cap05-the-performance-of-feedback-control-systems/pagina-0326_fig5-3.png,Chapter 5. The Performance of Feedback Control Systems,326,5.3,1775,1043,FIGURE 5.3 Second-order closed-loop control system.,ok
_ambiguos/pagina-0326_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,326,,606,159,,ambiguo
cap05-the-performance-of-feedback-control-systems/pagina-0327_fig5-4.png,Chapter 5. The Performance of Feedback Control Systems,327,5.4,1271,1638,FIGURE 5.4 Transient ­response of a second-­order system for a step input.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0327_fig5-5.png,Chapter 5. The Performance of Feedback Control Systems,327,5.5,1007,919,FIGURE 5.5 Response of a ­second-order ­system for an ­impulse input.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0328_fig5-6.png,Chapter 5. The Performance of Feedback Control Systems,328,5.6,1411,917,FIGURE 5.6 Step response of a second-order system.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0329_fig5-7.png,Chapter 5. The Performance of Feedback Control Systems,329,5.7,1045,1422,FIGURE 5.7 Percent overshoot and normalized peak time versus damping ratio ζ for a second-­ order ­system (Equation 5.8).,ok
cap05-the-performance-of-feedback-control-systems/pagina-0330_fig5-8.png,Chapter 5. The Performance of Feedback Control Systems,330,5.8,947,785,"FIGURE 5.8 Normalized rise time, Tr11, versus ζ for a second-order system.",ok
cap05-the-performance-of-feedback-control-systems/pagina-0330_fig5-9.png,Chapter 5. The Performance of Feedback Control Systems,330,5.9,1114,828,FIGURE 5.9 The step response for ζ = 0.2 for ω ω,ok
cap05-the-performance-of-feedback-control-systems/pagina-0331_fig5-10.png,Chapter 5. The Performance of Feedback Control Systems,331,5.10,1058,789,FIGURE 5.10 The step response for ω ζ = 0.7 and ζ = 1.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0332_fig5-11.png,Chapter 5. The Performance of Feedback Control Systems,332,5.11,1050,1037,FIGURE 5.11 An s-plane diagram of a third-order system.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0332_fig5-12.png,Chapter 5. The Performance of Feedback Control Systems,332,5.12,1444,1107,FIGURE 5.12 Comparison of two third-order systems with a ­second-order ­system (dashed line) ­illustrating the concept of ­dominant poles when,ok
cap05-the-performance-of-feedback-control-systems/pagina-0334_fig5-13.png,Chapter 5. The Performance of Feedback Control Systems,334,5.13,1308,1219,FIGURE 5.13 The response for the second-order transfer function with a zero for four values of the ratio,ok
cap05-the-performance-of-feedback-control-systems/pagina-0334_fig5-14.png,Chapter 5. The Performance of Feedback Control Systems,334,5.14,1090,301,FIGURE 5.14 Single-loop ­feedback control system.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0335_fig5-15.png,Chapter 5. The Performance of Feedback Control Systems,335,5.15,1554,721,FIGURE 5.15 Specifications and root locations on the s-plane.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0335_fig5-16.png,Chapter 5. The Performance of Feedback Control Systems,335,5.16,664,588,FIGURE 5.16 The poles and zeros on the s-plane for a third-order system.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0337_fig5-17.png,Chapter 5. The Performance of Feedback Control Systems,337,5.17,1519,903,FIGURE 5.17 Impulse response for various root locations in the s-plane. (The ­conjugate root is not shown.),ok
_ambiguos/pagina-0339_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,339,,547,155,,ambiguo
_ambiguos/pagina-0340_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,340,,548,156,,ambiguo
cap05-the-performance-of-feedback-control-systems/pagina-0341_fig5-18.png,Chapter 5. The Performance of Feedback Control Systems,341,5.18,1534,498,FIGURE 5.18 Block diagram of steering control system for a mobile robot.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0341_fig5-19.png,Chapter 5. The Performance of Feedback Control Systems,341,5.19,1159,507,FIGURE 5.19 Triangular wave response.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0342_fig5-20.png,Chapter 5. The Performance of Feedback Control Systems,342,5.20,1568,413,FIGURE 5.20 A speed control system.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0342_fig5-21.png,Chapter 5. The Performance of Feedback Control Systems,342,5.21,1137,301,FIGURE 5.21 The speed control system of Figure 5.20 with,ok
cap05-the-performance-of-feedback-control-systems/pagina-0344_fig5-22.png,Chapter 5. The Performance of Feedback Control Systems,344,5.22,1241,413,FIGURE 5.22 A system with a feedback,ok
cap05-the-performance-of-feedback-control-systems/pagina-0346_fig5-23.png,Chapter 5. The Performance of Feedback Control Systems,346,5.23,908,1424,FIGURE 5.23 The calculation of the Integral squared error.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0347_fig5-24.png,Chapter 5. The Performance of Feedback Control Systems,347,5.24,1449,1359,FIGURE 5.24 A space telescope pointing control system. (a) Block diagram. (b) Signal- flow graph.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0348_fig5-25.png,Chapter 5. The Performance of Feedback Control Systems,348,5.25,929,546,FIGURE 5.25 The performance indices of the ­telescope control system versus,ok
cap05-the-performance-of-feedback-control-systems/pagina-0349_fig5-26.png,Chapter 5. The Performance of Feedback Control Systems,349,5.26,1241,1969,"FIGURE 5.26 Step responses of a normalized ­transfer function using ­optimum ­coefficients for (a) ISE, (b) IAE, and (c) ITAE. The response is for ­normalized time,",ok
cap05-the-performance-of-feedback-control-systems/pagina-0350_fig5-26.png,Chapter 5. The Performance of Feedback Control Systems,350,5.26,1240,1034,FIGURE 5.26 (Continued),ok
cap05-the-performance-of-feedback-control-systems/pagina-0354_fig5-27.png,Chapter 5. The Performance of Feedback Control Systems,354,5.27,1181,1460,"FIGURE 5.27 (a) The Hubble telescope pointing system, (b) reduced block diagram, and (c) system response to a unit step input command and a unit step ­disturbance input.",ok
_ambiguos/pagina-0354_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,354,,1065,424,,ambiguo
cap05-the-performance-of-feedback-control-systems/pagina-0356_fig5-28.png,Chapter 5. The Performance of Feedback Control Systems,356,5.28,1169,507,FIGURE 5.28 Control of the bank angle of an airplane using differential deflections of the ailerons.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0357_fig5-29.png,Chapter 5. The Performance of Feedback Control Systems,357,5.29,1313,978,FIGURE 5.29 control example.,ok
_ambiguos/pagina-0357_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,357,,599,159,,ambiguo
cap05-the-performance-of-feedback-control-systems/pagina-0360_fig5-30.png,Chapter 5. The Performance of Feedback Control Systems,360,5.30,1437,474,FIGURE 5.30 Bank angle control autopilot.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0364_fig5-31.png,Chapter 5. The Performance of Feedback Control Systems,364,5.31,1296,1027,FIGURE 5.31 approximation.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0365_fig5-32.png,Chapter 5. The Performance of Feedback Control Systems,365,5.32,1145,840,FIGURE 5.32 Step response of the third-order ­aircraft model with,ok
cap05-the-performance-of-feedback-control-systems/pagina-0366_fig5-33.png,Chapter 5. The Performance of Feedback Control Systems,366,5.33,1195,820,FIGURE 5.33,ok
cap05-the-performance-of-feedback-control-systems/pagina-0367_fig5-34.png,Chapter 5. The Performance of Feedback Control Systems,367,5.34,1110,1816,FIGURE 5.34 (a) Response of a second-order ­system to a step input. (b) m-file script.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0368_fig5-35.png,Chapter 5. The Performance of Feedback Control Systems,368,5.35,1174,1757,FIGURE 5.35 (a) Response of a second-order sys- tem to an impulse function input. (b) m-file script.,ok
_ambiguos/pagina-0368_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,368,,1148,465,,ambiguo
cap05-the-performance-of-feedback-control-systems/pagina-0369_fig5-36.png,Chapter 5. The Performance of Feedback Control Systems,369,5.36,1292,781,FIGURE 5.36 The Isim function.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0369_fig5-37.png,Chapter 5. The Performance of Feedback Control Systems,369,5.37,1173,1000,FIGURE 5.37 (a) Transient ­response of the mobile robot ­steering control system to a ramp input. (b) m-file script.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0370_fig5-38.png,Chapter 5. The Performance of Feedback Control Systems,370,5.38,1285,1495,FIGURE 5.38 actual transfer function. (b) m-file script.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0371_fig5-39.png,Chapter 5. The Performance of Feedback Control Systems,371,5.39,1458,331,FIGURE 5.39 Control system model with a ­second-order model of the motor and load.,ok
cap05-the-performance-of-feedback-control-systems/pagina-0372_fig5-40.png,Chapter 5. The Performance of Feedback Control Systems,372,5.40,1168,1336,"FIGURE 5.40 Response of the system to a unit step input,",ok
cap05-the-performance-of-feedback-control-systems/pagina-0373_fig5-41.png,Chapter 5. The Performance of Feedback Control Systems,373,5.41,1159,1294,"FIGURE 5.41 Response of the system to a unit step disturbance,",ok
cap05-the-performance-of-feedback-control-systems/pagina-0374_fig5-42.png,Chapter 5. The Performance of Feedback Control Systems,374,5.42,966,317,FIGURE 5.42,ok
cap05-the-performance-of-feedback-control-systems/pagina-0375_fig5-43.png,Chapter 5. The Performance of Feedback Control Systems,375,5.43,1374,498,FIGURE 5.43,ok
_ambiguos/pagina-0377_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,377,,501,251,,ambiguo
_ambiguos/pagina-0378_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,378,,491,300,,ambiguo
_ambiguos/pagina-0378_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,378,,883,260,,ambiguo
_ambiguos/pagina-0378_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,378,,676,357,,ambiguo
_ambiguos/pagina-0378_semlegenda4.png,Chapter 5. The Performance of Feedback Control Systems,378,,801,606,,ambiguo
_ambiguos/pagina-0379_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,379,,1100,387,,ambiguo
_ambiguos/pagina-0379_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,379,,1161,360,,ambiguo
_ambiguos/pagina-0379_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,379,,757,284,,ambiguo
_ambiguos/pagina-0380_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,380,,669,209,,ambiguo
_ambiguos/pagina-0380_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,380,,759,436,,ambiguo
_ambiguos/pagina-0380_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,380,,595,306,,ambiguo
_ambiguos/pagina-0381_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,381,,901,999,,ambiguo
_ambiguos/pagina-0381_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,381,,598,645,,ambiguo
_ambiguos/pagina-0381_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,381,,719,242,,ambiguo
_ambiguos/pagina-0382_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,382,,1166,743,,ambiguo
_ambiguos/pagina-0382_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,382,,1107,872,,ambiguo
_ambiguos/pagina-0382_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,382,,639,246,,ambiguo
_ambiguos/pagina-0383_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,383,,1464,1296,,ambiguo
_ambiguos/pagina-0383_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,383,,780,456,,ambiguo
_ambiguos/pagina-0384_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,384,,851,599,,ambiguo
_ambiguos/pagina-0385_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,385,,1243,912,,ambiguo
_ambiguos/pagina-0385_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,385,,776,201,,ambiguo
_ambiguos/pagina-0385_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,385,,440,276,,ambiguo
_ambiguos/pagina-0386_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,386,,586,306,,ambiguo
_ambiguos/pagina-0386_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,386,,560,201,,ambiguo
_ambiguos/pagina-0386_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,386,,559,201,,ambiguo
_ambiguos/pagina-0386_semlegenda4.png,Chapter 5. The Performance of Feedback Control Systems,386,,841,377,,ambiguo
_ambiguos/pagina-0387_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,387,,883,259,,ambiguo
_ambiguos/pagina-0387_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,387,,938,383,,ambiguo
_ambiguos/pagina-0387_semlegenda3.png,Chapter 5. The Performance of Feedback Control Systems,387,,991,358,,ambiguo
_ambiguos/pagina-0388_semlegenda1.png,Chapter 5. The Performance of Feedback Control Systems,388,,1037,259,,ambiguo
_ambiguos/pagina-0388_semlegenda2.png,Chapter 5. The Performance of Feedback Control Systems,388,,1136,301,,ambiguo
